datum_geschaeft_eingang,datum_geschaeft_abschluss,geschaeftsnummer,grg_nummer,geschaftstitel,geschaftsart,kennung,sachbegriff_grgeko_1,sachbegriff_grgeko_2,sachbegriff_grgeko_3,status,departement,anzahl_erstunterzeichnende,anzahl_mitunterzeichnende,total_unterzeichnende,bemerkungen
2015-02-25,,12/MO 32/333,333,"Motion von Hanspeter Gantenbein, Hermann Lei und Daniel Vetterli vom 25. Februar 2015 'KESB im Thurgau'",Motion,MO,"21.1 ZGB, EG/ZGB, Vormundschaft, Waisenämter",,,abgeschlossen,Departement für Justiz und Sicherheit,3,49,52,Motion teilerheblich erklärt: Mitsprache- oder Anhörungsrecht der Gemeinden vor Entscheiden und vor konkreten Massnahmen nicht erheblich erklärt (118:0 Stimmen); Anpassung der Einzelrichterkompetenzen erheblich erklärt (120:0 Stimmen): (RRB Nr. 525/2016 (Botschaft vom 29.06.2016 / GRG-Nr. 2016/75)
2015-03-11,,12/WA 65/337,337,Ersatzwahl eines Mitgliedes des Bankrates der Thurgauer Kantonalbank für den Rest der Amtsdauer,Wahlgeschäft,WA,"95.1 TKB, Bankenaufsicht",,,abgeschlossen,Grosser Rat,0,0,0,
2015-03-25,,12/WA 66/338,338,Wahl des Präsidiums und des Vizepräsidiums des Regierungsrates für das Amtsjahr 2015/2016,Wahlgeschäft,WA,17.2 Regierungsrat,,,abgeschlossen,Grosser Rat,0,0,0,
2015-03-25,,12/WA 67/339,339,Genehmigung der Ersatzwahl eines Mitgliedes des Regierungsrates vom 8. März 2015,Wahlgeschäft,WA,17.1 Grosser Rat,,,abgeschlossen,Grosser Rat,0,0,0,
2015-03-11,,12/MO 37/342,342,Motion von Elisabeth Rickenbach vom 11. März 2015 'Ergänzungsleistungen für einkommensschwache Familien mit Kindern',Motion,MO,"83.1 AHV, IV, EL",,,abgeschlossen,Departement für Finanzen und Soziales,1,28,29,Motion nicht erheblich erklärt (65:33 Stimmen)
2015-03-11,,12/EA 126/343,343,Einfache Anfrage von Daniel Vetterli und Urs Schrepfer vom 11. März 2015 'Konkrete Umsetzung des Lehrplans 21 in den Thurgauer Schulen',Einfache Anfrage,EA,"41.0 Unterrichtswesen, Lehrerorganisation und -fortbildung",,,abgeschlossen,Departement für Erziehung und Kultur,2,0,2,
2015-04-22,,12/EB 12/344,344,Kantonsbürgerrechtsgesuche per 22. April 2015,Einbürgerungsgesuch,EB,"14.1 Bürgerrecht, Ein- und Ausbürgerungen, Taxen",,,abgeschlossen,Departement für Justiz und Sicherheit,0,0,0,
2015-04-22,,12/BS 33/346,346,Geschäftsbericht 2014 der Thurgauer Kantonalbank und Wahl der Revisionsstelle,Beschluss,BS,"95.1 TKB, Bankenaufsicht",,,abgeschlossen,Departement für Finanzen und Soziales,0,0,0,
2015-04-22,,12/BS 34/347,347,Geschäftsbericht 2014 der Gebäudeversicherung Thurgau,Beschluss,BS,"95.6 TGV, Feuerversicherung",,,abgeschlossen,Departement für Justiz und Sicherheit,0,0,0,
2015-04-22,,12/WA 68/348,348,Amtsgelübde von Kantonsrat Felix Züst,Wahlgeschäft,WA,17.1 Grosser Rat,,,abgeschlossen,Grosser Rat,0,0,0,
2015-03-25,,12/IN 35/350,350,Interpellation von Urs Martin vom 25. März 2015 '165 unbemerkte Telefonanrufe aus Kantonalgefängnis: Jekami im Strafvollzug?',Interpellation,IN,"34.2 Anstalten, Massnahmen, Schutzaufsicht, Opferhilfe, Begnadigung",,,abgeschlossen,Departement für Justiz und Sicherheit,1,45,46,Diskussion
2015-04-22,,12/WA 69/354,354,Amtsgelübde von Kantonsrätin Christine Steiger Eggli,Wahlgeschäft,WA,17.1 Grosser Rat,,,abgeschlossen,Grosser Rat,0,0,0,
2015-11-18,,12/WA 75/360,360,Amtsgelübde von Kantonsrat Lucas Orellano,Wahlgeschäft,WA,17.1 Grosser Rat,,,abgeschlossen,Grosser Rat,0,0,0,
2015-05-06,,12/EA 131/369,369,Einfache Anfrage von Jost Rüegg vom 6. Mai 2015 'Fruchtfolgeflächen (FFF) im Thurgau,Einfache Anfrage,EA,"91.5 Pflanzenanbau und -schutz, Rebkorporationen, Engerlingsfonds",,,abgeschlossen,Departement für Bau und Umwelt,1,0,1,
2015-05-06,,12/EA 132/370,370,Einfache Anfrage von Andrea Vonlanthen und Hanspeter Gantenbein vom 6. Mai 2015 'Thurgauer Hilfe bei weltweiten Katastrophen',Einfache Anfrage,EA,10.1 Kantonsverfassung und Staatsverträge,,,abgeschlossen,Departement für Finanzen und Soziales,2,0,2,
2015-05-27,,12/EA 134/372,372,Einfache Anfrage von Max Möckli vom 27. Mai 2015 'Wie viele Tempo-30-Zonen gibt es im Kanton Thurgau und was geht aus ihrer Auswertung hervor?',Einfache Anfrage,EA,"74.1 Strassenverkehr, öffentlicher Verkehr auf Strassen",,,abgeschlossen,Departement für Bau und Umwelt,1,0,1,
2015-06-17,,12/BS 39/375,375,Rechenschaftsbericht 2014 der Rekurskommission in Anwaltssachen,Beschluss,BS,"17.0 Allgemeine Aufsicht, Verwaltungsrechtspflege",,,abgeschlossen,Departement für Justiz und Sicherheit,0,0,0,
2015-07-01,,12/MO 38/379,379,Motion von Urs Martin vom 1. Juli 2015 'Unterstellung der Staatsanwaltschaft unter eine fachliche Aufsichtsbehörde',Motion,MO,"31.2 Strafverfolgung: Staatsanwaltschaft, Jugendanwaltschaft",,,abgeschlossen,Departement für Justiz und Sicherheit,1,54,55,Motion nicht erheblich erklärt (85:28 Stimmen)
2015-07-01,,12/EA 136/380,380,"Einfache Anfrage von Peter Dransfeld, Daniel Eugster und Stefan Leuthold vom 1. Juli 2015 'Wie weiter mit Thurgauer Solarwärme?'",Einfache Anfrage,EA,"73.2 Elektrizität inkl. Versorgung, Wasserkraft, AKW",,,abgeschlossen,Departement für Inneres und Volkswirtschaft,3,0,3,
2015-07-01,,12/EA 138/382,382,Einfache Anfrage von Andreas Guhl vom 1. Juli 2015 'Agro Food Innovation Park Thurgau (afip)',Einfache Anfrage,EA,"82.3 Arbeitsmarkt, Wirtschaftsförderung",,,abgeschlossen,Departement für Inneres und Volkswirtschaft,1,0,1,
2015-07-01,,12/EA 140/384,384,Einfache Anfrage von Roland A. Huber und Walter Marty vom 1. Juli 2015 'Ergänzungsbau Regierungsgebäude',Einfache Anfrage,EA,"61.1 Finanzhaushalt, Finanzverwaltung und -kontrolle",,,abgeschlossen,Departement für Finanzen und Soziales,2,0,2,
2015-09-09,,12/EA 142/391,391,Einfache Anfrage von Joe Brägger und Didi Feuerle vom 9. September 2015 'Durchsetzung Tempo-30-Zonen',Einfache Anfrage,EA,"72.3 Strassenwesen: Gesetz, Strassenbau, Autobahnen",,,abgeschlossen,Departement für Bau und Umwelt,2,0,2,
2015-09-09,,12/EA 143/392,392,Einfache Anfrage von Paul Koch vom 9. September 2015 'Borkenkäfer & Co - Strapazen für den Wald und die Waldbesitzer',Einfache Anfrage,EA,92.1 Forstwesen,,,abgeschlossen,Departement für Bau und Umwelt,1,0,1,
2015-09-09,,12/EA 144/393,393,Einfache Anfrage von Urs Schrepfer und Andreas Wirth vom 9. September 2015 'Zeugnisse mit Noten und Balken',Einfache Anfrage,EA,"41.0 Unterrichtswesen, Lehrerorganisation und -fortbildung",,,abgeschlossen,Departement für Erziehung und Kultur,2,0,2,
2015-09-09,,12/EA 145/394,394,Einfache Anfrage von Andrea Vonlanthen vom 9. September 2015 'Defizite bei der Polizei-Information',Einfache Anfrage,EA,55.1 Polizeikorps / interkantonale Zusammenarbeit,,,abgeschlossen,Departement für Justiz und Sicherheit,1,0,1,
2015-09-28,,12/BS 41/399,399,"Beschluss des Grossen Rates betreffend individuelle, leistungsbezogen Lohnanpassungen (§§ 11 und 35 BVO, §§ 2, 4 und 11 LBV)",Beschluss,BS,"61.2 Budget, Finanzplan, Staatsrechnung",,,abgeschlossen,,0,0,0,
2015-09-28,,12/EA 149/400,400,"Einfache Anfrage von Jacob Auer vom 28. September 2015 'Freiwillige Arbeit, wie lange noch freiwillig?'",Einfache Anfrage,EA,41.2 Oberstufen: Real- und Sekundarschulen,,,abgeschlossen,Departement für Erziehung und Kultur,1,0,1,
2015-09-28,,12/EA 151/402,402,Einfache Anfrage von Erich Schaffer vom 28. September 2015 'E-Voting - Neustart oder Abbruch der Übung?',Einfache Anfrage,EA,16.2 Abstimmungen,,,abgeschlossen,Staatskanzlei,1,0,1,
2015-10-21,,12/MO 39/403,403,Motion von Toni Kappeler vom 21. Oktober 2015 'Dachbegrünung gegen Sommerhitze',Motion,MO,"70.2 Baugesetz; Planungen Hoch- und Tiefbau, Baulinien",,,abgeschlossen,Departement für Bau und Umwelt,1,28,29,Motion nicht erheblich erklärt (74:42 Stimmen)
2015-10-21,,12/EA 155/407,407,Einfache Anfrage von Sonja Wiesmann Schätzle vom 21. Oktober 2015 'Stabilisierungsprogramm des Bundes: Schliessung von Zollstellen',Einfache Anfrage,EA,"14.3 Fremdenpolizei, Grenzverkehr, Ausweisschriften",,,abgeschlossen,Departement für Inneres und Volkswirtschaft,1,0,1,
2015-12-02,,12/WA 78/411,411,Amtsgelübde von Kantonsrätin Verena Marti,Wahlgeschäft,WA,17.1 Grosser Rat,,,abgeschlossen,Grosser Rat,0,0,0,
2015-11-18,,12/MO 40/413,413,"Motion von Bruno Lüscher, Gallus Müller, Andreas Guhl, Martin Salvisberg und Sonja Wiesmann vom 18. November 2015 'Liberalisierung des Kaminfegerdienstes'",Motion,MO,"70.3 Feuerschutz, Feuerpolizei",,,abgeschlossen,Departement für Justiz und Sicherheit,5,37,42,Motion erheblich erklärt (61:52 Stimmen): RRB-Nr. .../2017 (Botschaft vom ... / GRG-Nr. ...)
2015-12-02,,12/IN 43/420,420,"Interpellation von Andreas Guhl, Bruno Lüscher und Stephan Tobler vom 2. Dezember 2015 'Schlanke, subsidiäre Verfahren bei Verkehrsanordnungen'",Interpellation,IN,"72.3 Strassenwesen: Gesetz, Strassenbau, Autobahnen",,,abgeschlossen,Departement für Bau und Umwelt,3,45,48,keine Diskussion beantragt
2015-12-02,,12/EA 160/421,421,Einfache Anfrage von Andrea Vonlanthen vom 2. Dezember 2015 'Hochsaison der Blaufahrer',Einfache Anfrage,EA,"74.1 Strassenverkehr, öffentlicher Verkehr auf Strassen",,,abgeschlossen,Departement für Justiz und Sicherheit,1,0,1,
2015-12-16,,12/GE 34/424,424,Gesetz betreffend die Änderung des Lotteriegesetzes,Gesetz,GE,"44.0 Kultur, Kunst (inklusive Lotteriefonds)",,,abgeschlossen,Departement für Erziehung und Kultur,0,0,0,
2015-12-16,,12/BS 42/425,425,Beschluss des Grossen Rates betreffend Einreichung einer Standesinitiative zur Ergänzung von Artikel 64a des Bundesgesetzes über die Krankenversicherung (KVG) betreffend Vollstreckung der Prämienzahlungspflicht der Versicherten,Beschluss,BS,"83.2 Kranken- und Unfallversicherung, Vereinbarungen",,,abgeschlossen,Departement für Finanzen und Soziales,0,0,0,
2015-12-16,,12/IN 45/427,427,"Interpellation von Thomas Bornhauser, Paul Koch und Urban Brütsch vom 16. Dezember 2015 'Nachhaltige öffentliche Beschaffung im Bauwesen'",Interpellation,IN,"72.0 Submissionswesen Bau, Beschaffungswesen öffentliche Hand",,,abgeschlossen,Departement für Bau und Umwelt,3,63,66,Diskussion
2016-01-27,,12/EA 162/434,434,Einfache Anfrage von Joe Brägger und Didi Feuerle vom 27. Januar 2016 'Verschmutzung Salmsacher Aach - Einzelfall oder Spitze des Eisbergs?,Einfache Anfrage,EA,"72.1 Wasserwirtschaft, Wasserbau, Oeffentliche Gewässer",,,abgeschlossen,Departement für Bau und Umwelt,2,0,2,
2016-01-27,,12/EA 163/435,435,Einfache Anfrage von Urs Martin vom 27. Januar 2016 'Bewilligung von wiederkehrenden Ausgaben aus dem Lotteriefonds im Umfang von 3.5 Millionen Franken',Einfache Anfrage,EA,"44.0 Kultur, Kunst (inklusive Lotteriefonds)",,,abgeschlossen,Departement für Erziehung und Kultur,1,0,1,
2016-02-24,,12/WA 83/441,441,Wahl des Präsidiums und der Mitglieder des Bankrates der Thurgauer Kantonalbank für die Amtsdauer 2016-2020,Wahlgeschäft,WA,"95.1 TKB, Bankenaufsicht",,,abgeschlossen,Departement für Finanzen und Soziales,0,0,0,
2016-02-24,,12/EA 170/444,444,"Einfache Anfrage von Urs Schär vom 24. Februar 2016 'Streptomycin, what else? (Was sonst?)'",Einfache Anfrage,EA,"91.0 Agrarpolitische Massnahmen, bäuerliches Bodenrecht",,,abgeschlossen,Departement für Inneres und Volkswirtschaft,1,0,1,
2016-03-09,,12/WA 84/448,448,Genehmigung der Wahl der Mitglieder des Regierungsrates vom 28. Februar 2016,Wahlgeschäft,WA,17.2 Regierungsrat,,,abgeschlossen,Grosser Rat,0,0,0,
2016-03-23,,12/BS 44/453,453,"Geschäftsbericht 2015 der Thurgauer Kantonalbank, Wahl der Revisionsstelle und Eigentümerstrategie",Beschluss,BS,"95.1 TKB, Bankenaufsicht",,,abgeschlossen,Departement für Finanzen und Soziales,0,0,0,
2016-04-20,,12/EB 16/454,454,Kantonsbürgerrechtsgesuche per 20. April 2016,Einbürgerungsgesuch,EB,"14.1 Bürgerrecht, Ein- und Ausbürgerungen, Taxen",,,abgeschlossen,Departement für Justiz und Sicherheit,0,0,0,
2016-03-23,,12/AN 11/457,457,Antrag gemäss § 52 der Geschäftsordnung des Grossen Rates von Daniel Eugster vom 23. März 2016 'Elektromobilität im Thurgau',Antrag nach § 52 bzw. § 46 der Geschäftsordnung,AN,"74.1 Strassenverkehr, öffentlicher Verkehr auf Strassen",,,abgeschlossen,Departement für Inneres und Volkswirtschaft,1,67,68,Antrag erheblich erklärt (117:3 Stimmen): RRB-Nr. 411/2018 (Bericht vom 22.05.2018 / GRG-Nr. 2019/332)
2016-03-23,,12/IN 48/458,458,"Interpellation von Markus Berner, Peter Dransfeld, Toni Kappeler und Reto Lagler vom 23. März 2016 'Lehrerberuf zwischen Traumberuf und Pflichterfüllung'",Interpellation,IN,"41.0 Unterrichtswesen, Lehrerorganisation und -fortbildung",,,abgeschlossen,Departement für Erziehung und Kultur,4,30,34,Diskussion abgelehnt
2016-03-23,,12/EA 178/461,461,Einfache Anfrage von Edith Wohlfender vom 23. März 2016 'Administrativen Aufwand für Hilflosenentschädigung in stationärer Pflege vereinfachen?',Einfache Anfrage,EA,"83.2 Kranken- und Unfallversicherung, Vereinbarungen",,,abgeschlossen,Departement für Finanzen und Soziales,1,0,1,
2016-04-20,,12/BS 48/464,464,Rechenschaftsbericht 2015 des Verwaltungsgerichts,Beschluss,BS,"17.0 Allgemeine Aufsicht, Verwaltungsrechtspflege",,,abgeschlossen,Departement für Justiz und Sicherheit,0,0,0,
2016-04-20,,12/EA 179/484,484,Einfache Anfrage von Kurt Egger vom 20. April 2016 'BTS/OLS: Wie weiter?',Einfache Anfrage,EA,"74.1 Strassenverkehr, öffentlicher Verkehr auf Strassen",,,abgeschlossen,Departement für Bau und Umwelt,1,0,1,
2016-04-20,,12/EA 180/485,485,"Einfache Anfrage von Hanspeter Gantenbein vom 20. April 2016 'Getrennte Wahlen von Regierungsrat und Grossem Rat ist eine Zumutung für die Wähler, die Landeigentümer und den Steuerzahler!'",Einfache Anfrage,EA,16.4 Proporzwahlen,,,abgeschlossen,Staatskanzlei,1,0,1,
2016-05-04,,12/IN 49/491,491,Interpellation von Urs Martin vom 4. Mai 2016 'Kulturstiftung des Kantons Thurgau: ein Selbstbedienungsladen?',Interpellation,IN,"44.0 Kultur, Kunst (inklusive Lotteriefonds)",,,abgeschlossen,Departement für Erziehung und Kultur,1,45,46,Diskussion
2016-05-04,,12/EA 184/493,493,Einfache Anfrage von Brigitta Hartmann und Barbara Kern vom 4. Mai 2016 'Geeignete Unterbringungs- und Betreuungsstruktur der unbegleiteten minderjährigen Asylsuchenden (UMA)',Einfache Anfrage,EA,"14.2 Niederlassung, Aufenthalt, Asyl",,,abgeschlossen,Departement für Finanzen und Soziales,2,0,2,
2009-05-20,,08/VI 4/119,119,Thurgauische Volksinitiative 'Schutz des Feldhasen',Volksinitiative,VI,"45.1 Natur-, Pflanzen-, Tierschutz",,,abgeschlossen,Staatskanzlei,0,0,0,Rückzug der Initiative: Publikation im Amtsblatt vom 23. Oktober 2009
2010-03-17,,08/VI 5/207,207,Thurgauische Volksinitiative 'Zwillingsinitiative  (Verfassungsinitiative zu § 82 Kantonsverfassung)',Volksinitiative,VI,"16.1 Initiativen, Referenden",,,abgeschlossen,Staatskanzlei,0,0,0,Verfassungsinitiative (Laufnummer 5) und Gesetzesinitiative (Laufnummer 6) werden von einer Kommission vorberaten.<br/>Änderung der Verfassung: Volksabstimmung vom 15.5.2011 (angenommen)
2010-03-17,,08/VI 6/208,208,Thurgauische Volksinitiative 'Zwillingsinitiative  (Gesetzesinitiative §§ 6 und 6a Energienutzungsgesetz)',Volksinitiative,VI,"16.1 Initiativen, Referenden",,,abgeschlossen,Staatskanzlei,0,0,0,Gesetzesinitiative (Laufnummer 6) und Verfassungsinitiative (Laufnummer 5) werden von einer Kommission vorberaten.<br/>Rückzug der Initiative: 8. Dezember 2010
2010-06-23,,08/VE 1/261,261,Gesetz betreffend die Änderung der Verfassung des Kantons Thurgau vom 16. März 1987,Verfassung,VE,10.1 Kantonsverfassung und Staatsverträge,,,abgeschlossen,Departement für Inneres und Volkswirtschaft,0,0,0,Änderung der Verfassung: Volksabstimmung vom 13.2.2011 (angenommen)
2011-12-06,,08/PE 1/381,381,Petition betreffend Linienführung der Bodensee-Thurtal-Strasse (BTS) im Bereich Sulgen/Uerenbohl,Petition,PE,"70.1 Raumplanung, Richtpläne",,,abgeschlossen,Grosser Rat,0,0,0,
2015-01-07,,12/PE 3/302,302,Petition 'Keine Bohrungen ohne Gesetz! Keine Bohrungen ohne Haftung! Keine Bohrungen ohne Versicherung!',Petition,PE,"73.3 Andere Energien: Gas, Fernwärme, Solarenergie etc.",,,abgeschlossen,Grosser Rat,0,0,0,
2015-11-18,,12/VI 3/412,412,Thurgauische Volksinitiative 'Ja zu einer guten Thurgauer Volksschule',Volksinitiative,VI,"16.1 Initiativen, Referenden",,,abgeschlossen,Staatskanzlei,0,0,0,Volksinitiative vom Grossen Rat abgelehnt<br/>Volksabstimmung vom 27.11.216 (abgelehnt)
2016-05-25,2016-05-25,16/WA 4/4,4,Wahl des Vizepräsidiums des Grossen Rates für das Amtsjahr 2016/2017,Wahlgeschäft,,Grosser Rat,,,Abgeschlossen,Grosser Rat,,,,
2016-05-25,2016-05-25,16/WA 5/5,5,Wahl der Mitglieder des Sekretariates sowie der Stimmenzählerinnen und -zähler des Grossen Rates für das Amtsjahr 2016/2017,Wahlgeschäft,,Grosser Rat,,,Abgeschlossen,Grosser Rat,,,,
2016-05-25,2016-05-25,16/WA 12/12,12,Wahl des Generalstaatsanwaltes für die Amtsdauer 2016 - 2020,Wahlgeschäft,,"Richterliche Behörden, Anwaltswesen",,,Abgeschlossen,Grosser Rat,,,,
2016-05-25,2016-05-25,16/WA 14/14,14,Wahl der Mitglieder und des Präsidiums der Geschäftsprüfungs- und Finanzkommission für die Amtsdauer 2016 - 2020,Wahlgeschäft,,Grosser Rat,,,Abgeschlossen,Grosser Rat,,,,
2016-05-25,2016-05-25,16/WA 16/16,16,Wahl der Mitglieder und des Präsidiums der Raumplanungskommission für die Amtsdauer 2016 - 2020,Wahlgeschäft,,Grosser Rat,,,Abgeschlossen,Grosser Rat,,,,
2016-05-25,2016-05-25,16/WA 19/19,19,Genehmigung der Wahl der Mitglieder des Grossen Rates vom 10. April 2016,Wahlgeschäft,,Grosser Rat,,,Abgeschlossen,Grosser Rat,,,,
2016-06-29,2016-06-29,16/EB 1/20,20,Kantonsbürgerrechtsgesuche per 29. Juni 2016,Einbürgerungsgesuch,,"Bürgerrecht, Ein- und Ausbürgerungen, Taxen",,,Abgeschlossen,Departement für Justiz und Sicherheit,,,,
2016-06-15,2016-08-17,16/BS 1/21,21,Rechenschaftsbericht 2015 der Rekurskommission in Anwaltssachen,Beschluss,,"Allgemeine Aufsicht, Verwaltungsrechtspflege",,,Abgeschlossen,Departement für Justiz und Sicherheit,,,,
2016-06-15,2017-03-01,16/GE 2/24,24,Gesetz betreffend die Änderung des Gesetzes zum Schutz und zur Pflege der Natur und der Heimat vom 8. April 1992,Gesetz,,Heimatschutz,,,Abgeschlossen,Departement für Bau und Umwelt,,,,
2016-06-29,2016-08-17,16/PE 1/26,26,"Petition ""Gegen das staatliche Verbot zu tanzen!""",Petition,,"Gewerbepolizei, Marktwesen, Ladenschluss, Ausverkäufe",,,Abgeschlossen,Grosser Rat,,,,
2016-08-17,2016-08-17,16/WA 20/27,27,Ersatzwahl eines Mitglieds der Geschäftsprüfungs- und Finanzkommission für den Rest der Amtsdauer,Wahlgeschäft,,Grosser Rat,,,Abgeschlossen,Grosser Rat,,,,
2016-06-15,2016-08-17,16/EA 4/32,32,"Einfache Anfrage von Stefan Leuthold vom 15. Juni ""Weideschlachtung im Kanton Thurgau""",Einfache Anfrage,,Tierwirtschaftliche Produktion: Versicherungen,,,Abgeschlossen,Departement für Inneres und Volkswirtschaft,1,,,
2016-08-17,2016-08-17,16/WA 22/34,34,Amtsgelübde von Kantonsrätin Marianne Sax,Wahlgeschäft,,Grosser Rat,,,Abgeschlossen,Grosser Rat,,,,
2016-06-29,2016-12-07,16/GE 3/36,36,Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizerischen Zivilgesetzbuch (EG ZGB),Gesetz,,"ZGB, EG/ZGB, Vormundschaft, Waisenämter",,,Abgeschlossen,Departement für Justiz und Sicherheit,,,,
2016-06-29,2017-06-14,16/MO 1/38,38,"Motion von Daniel Vetterli, Toni Kappeler, Stefan Leuthold und Andreas Guhl vom 29. Juni 2016 ""Standesinitiative zum Ausschluss des Palmöls aus dem Freihandelsabkommen mit Malaysia""",Motion,,"Agrarpolitische Massnahmen, bäuerliches Bodenrecht",,,Abgeschlossen,Departement für Inneres und Volkswirtschaft,4,66,70,
2016-08-31,2017-01-25,16/GE 4/39,39,Gesetz betreffend die Aufhebung des Gesetzes über die Ausübung des Viehhandels,Gesetz,,"Tierseuchen und -krankheiten, Viehhandel",,,Abgeschlossen,Departement für Inneres und Volkswirtschaft,,,,
2016-08-17,2017-06-28,16/IN 1/40,40,"Interpellation von Edith Wohlfender und Peter Dransfeld vom 17. August 2016 ""Mehr Licht in die Thurmed-Gruppe""",Interpellation,,"Allgemeines, Organisation, Gesetz, Taxen",,,Abgeschlossen,Departement für Finanzen und Soziales,2,50,52,
2016-10-03,2016-11-23,16/BS 6/47,47,"Beschluss des Grossen Rates betreffend individuelle, leistungsbezogene Lohnanpassungen (§§ 11 und 35 BVO, §§ 2, 4 und 11 LBV)",Beschluss,,"Budget, Finanzplan, Staatsrechnung",,,Abgeschlossen,,,,,
2016-10-03,2017-08-16,16/MO 2/49,49,"Motion von Turi Schallenberg und Max Vögeli vom 3. Oktober 2016 ""Beistandschaften für unbegleitete minderjährige Asylsuchende (UMA)""",Motion,,"Niederlassung, Aufenthalt, Asyl",,,Abgeschlossen,Departement für Justiz und Sicherheit,2,83,85,
2016-10-03,2016-12-07,16/EA 15/54,54,"Einfache Anfrage von Jürg Wiesli vom 3. Oktober 2016 ""Schwarzmarkt, Prostitution, Kriminalität? - Bedrohung für den Thurgau durch das Abtauchen von Asylbewerbern im Asylzentrum Kreuzlingen""",Einfache Anfrage,,"Niederlassung, Aufenthalt, Asyl",,,Abgeschlossen,Departement für Justiz und Sicherheit,1,,,
2016-10-26,2016-10-26,16/EB 2/55,55,Kantonsbürgerrechtsgesuche per 26. Oktober 2016,Einbürgerungsgesuch,,"Bürgerrecht, Ein- und Ausbürgerungen, Taxen",,,Abgeschlossen,Departement für Justiz und Sicherheit,,,,
2016-11-23,2017-05-17,16/GE 7/57,57,Gesetz betreffend die Änderung des Gesetzes über die Jagd und den Schutz wildlebender Säugetiere und Vögel,Gesetz,,Jagd und Vogelschutz,,,Abgeschlossen,,,,,
2016-12-07,2018-04-18,16/IN 5/69,69,"Interpellation von Hanspeter Heeb vom 7. Dezember 2016 ""Finanzielle Auswirkung der verschärften Praxis der IV""",Interpellation,,"AHV, IV, EL",,,Abgeschlossen,Departement für Finanzen und Soziales,1,47,48,
2016-12-07,2017-01-25,16/EA 18/70,70,"Einfache Anfrage von Peter Dransfeld und Jost Rüegg vom 7. Dezember 2016 ""Wolfsberg quo vadis?""",Einfache Anfrage,,"Baugesetz; Planungen Hoch- und Tiefbau, Baulinien",,,Abgeschlossen,Departement für Bau und Umwelt,2,,,
2016-12-07,2017-03-01,16/EA 19/71,71,"Einfache Anfrage von Stephan Tobler vom 7. Dezember 2016 ""Aufenthaltsbewilligung für EU-Bürger bei Arbeitslosigkeit""",Einfache Anfrage,,"Niederlassung, Aufenthalt, Asyl",,,Abgeschlossen,Departement für Justiz und Sicherheit,1,,,
2017-01-11,2017-08-30,16/GE 8/72,72,Gesetz betreffend die Änderung des Gesetzes über Strassen und Wege,Gesetz,,"Strassenwesen: Gesetz, Strassenbau, Autobahnen",,,Abgeschlossen,Departement für Bau und Umwelt,,,,
2017-01-11,2017-03-29,16/EA 20/76,76,"Einfache Anfrage von Marlise Bornhauser vom 11. Januar 2017 ""Hilfe für Opfer von Zwangsheirat und zwangsverheirateter Minderjähriger""",Einfache Anfrage,,"ZGB, EG/ZGB, Vormundschaft, Waisenämter",,,Abgeschlossen,Departement für Justiz und Sicherheit,1,,,
2017-01-11,2017-03-29,16/EA 24/80,80,"Einfache Anfrage von Pascal Schmid vom 11. Januar 2017 ""Kinder- und Zwangsehen im Thurgau""",Einfache Anfrage,,"ZGB, EG/ZGB, Vormundschaft, Waisenämter",,,Abgeschlossen,Departement für Justiz und Sicherheit,1,,,
